,plant_name,agent,basin,capacity,start_time,plant_id,phase,type,primary,auction,geometry
142,Diamante (Antiga Camargo Corrêa),CPFL Sul Centrais Elétricas Ltda,Rio Santana,4.23,2005-12-29,PCH.PH.MT.000607-6,operation,small_hydro,,,POINT (-6322379.407099497 -1597012.7186538207)
143,Cazuza Ferreira,Cazuza Ferreira Energética S.A,Lajeado Grande,9.1,2016-03-17,PCH.PH.RS.000735-8,operation,small_hydro,,,POINT (-5647332.425577452 -3230562.39997568)
144,Barra do Rio Chapéu,Eletrosul Centrais Elétricas S.A.,Rio Braço do Norte,15.15,2013-02-19,PCH.PH.SC.029141-2,operation,small_hydro,,,POINT (-5471211.497995694 -3125970.33095384)
145,Salto Voltão,Horizontes Energia S/A,Rio Chapecozinho,8.2,2001-09-24,PCH.PH.SC.003047-3,operation,small_hydro,,,POINT (-5844676.018004201 -2982046.2516405075)
146,São Jorge,Mauê S.A. ? Geradora e Fornecedora de Insumos S.A.,Rio das Antas,8.7,2014-08-23,PCH.PH.SC.030379-8,operation,small_hydro,,,POINT (-5943600.596903133 -2973472.9032447375)
147,Monte Belo,Centrais Elétricas Cassol Ltda,Rio Saldanha,4.8,1899-12-30,PCH.PH.RO.027072-5,operation,small_hydro,,,POINT (-6921853.84020772 -1330580.8597830348)
148,Areia Branca,Hidrelétrica Areia Branca S.A.,Rio Manhuaçu,19.8,2010-03-10,PCH.PH.MG.027910-2,operation,small_hydro,,,POINT (-4653537.969463959 -2183414.5512980362)
149,Malagone,Hidrelétrica Malagone S.A.,Rio Uberabinha,19.0,2010-04-01,PCH.PH.MG.029646-5,operation,small_hydro,,,POINT (-5398957.171093512 -2079562.3910941319)
150,Saldanha,Hidroluz Centrais Elétricas Ltda.,Igarapé Saldanha,5.28,2006-03-13,PCH.PH.RO.002569-0,operation,small_hydro,,,POINT (-6921804.797404173 -1334213.0039285042)
151,Piranhas,Serra Negra Energética S.A.,Rio Piranhas,18.0,2006-12-08,PCH.PH.GO.027533-6,operation,small_hydro,,,POINT (-5767040.12008184 -1846964.5873010056)
152,Guarita,Companhia Estadual de Geração e Transmissão de Energia Elétrica,Rio Guarita,1.76,1953-01-01,PCH.PH.RS.001076-6,operation,small_hydro,,,POINT (-5962022.260646974 -3090816.1413744553)
153,Barra do Leão,Três Leões Participações S.A.,Rio do Leão,3.57,2018-05-16,PCH.PH.SC.032162-1,operation,small_hydro,,,POINT (-5738822.925798161 -3038974.955185972)
154,Goiandira,Goiás Sul Geração de Energia S.A.,Rio Veríssimo,27.0,2010-11-11,PCH.PH.GO.028803-9,operation,small_hydro,,,POINT (-5373436.421747172 -2019731.9206010448)
155,Prata,Companhia Energética Rio das Flores S.A.,Rio das Flores,3.0,2011-08-19,PCH.PH.SC.030093-4,operation,small_hydro,,,POINT (-5974075.939451526 -2979192.519053162)
156,Túlio Cordeiro de Mello (Antiga Granada),São Geraldo Energética S.A,Rio Matipó,15.93,2003-07-22,PCH.PH.MG.001047-2,operation,small_hydro,,,POINT (-4716120.272463625 -2246749.0255141407)
157,Areal,Quanta Geração S.A.,Rio Preto,18.0,1949-01-01,PCH.PH.RJ.000140-6,operation,small_hydro,,,POINT (-4795438.606972247 -2474214.8402589965)
158,Cascata Chupinguaia,Hidroelétrica Chupinguaia Ltda,Rio Pimenta Bueno,9.6,2009-12-11,PCH.PH.RO.029373-3,operation,small_hydro,,,POINT (-6777512.025376979 -1413973.1385567666)
159,Mambaí II,Rio Corrente S.A.,Rio Corrente,12.0,2008-11-28,PCH.PH.GO.028829-2,operation,small_hydro,,,POINT (-5153997.0881581735 -1634902.5036788604)
160,Esmeril,Chimay Empreendimentos e Participações Ltda,Ribeirão Esmeril,5.04,1899-12-30,PCH.PH.SP.000904-0,operation,small_hydro,,,POINT (-5265652.012184441 -2319884.35802092)
161,Inhapim,Iguaçu Caaratinga Energia Ltda,Rio Caratinga,6.0,2014-12-16,PCH.PH.MG.028987-6,operation,small_hydro,,,POINT (-4689403.811746247 -2174730.526838137)
162,Congonhal I,GESM - Geração de Energia Sul de Minas S.A.,Rio Jacu,1.816,2001-06-22,PCH.PH.MG.028036-4,operation,small_hydro,,,POINT (-4991529.508033398 -2461869.6416454925)
163,Verde 4,Savana Geração de Energia S.A.,Rio Verde,19.0,2019-01-18,PCH.PH.MS.029260-5,operation,small_hydro,,,POINT (-5930270.578576952 -2223918.4757477534)
164,Contestado,Contestado Energética S.A.,Rio Chapecó,5.6,2007-11-01,PCH.PH.SC.029165-0,operation,small_hydro,,,POINT (-5756951.995499964 -2969437.1141803726)
165,Corumbataí,Fundação Patrimônio Histórico da Energia de São Paulo,Rio Corumbataí,1.7,2008-08-07,PCH.PH.SP.000868-0,operation,small_hydro,,,POINT (-5297937.480674967 -2502523.1868379214)
166,Senhora do Porto,PCH Senhora do Porto S.A.,Rio Guanhães,12.0,2018-05-29,PCH.PH.MG.028735-0,operation,small_hydro,,,POINT (-4778254.253134682 -2119321.6658514417)
167,Engenheiro Ernesto Jorge Dreher,BME- Energia S.A.,Rio Ivaí,17.87,2009-10-03,PCH.PH.RS.029245-1,operation,small_hydro,,,POINT (-5940695.698538239 -3241870.250325743)
168,Glicério,Quanta Geração S.A.,Rio São Pedro,11.2,1899-12-30,PCH.PH.RJ.001032-4,operation,small_hydro,,,POINT (-4683847.972512262 -2475643.4323387304)
169,Barra Escondida,Energética Saudades S.A.,Rio Saudades,2.25,2009-01-31,PCH.PH.SC.029560-4,operation,small_hydro,,,POINT (-5903226.213609021 -2994447.9191807834)
170,Ivan Botelho I (Antiga Ponte),Centrais Hidrelétricas Grapon S.A.,Rio Pomba,24.3,2003-05-14,PCH.PH.MG.027534-4,operation,small_hydro,,,POINT (-4786045.92541694 -2379348.1963239238)
171,São Joaquim,São Joaquim Energia S.A.,Rio Benevente,21.0,2008-04-17,PCH.PH.ES.027985-4,operation,small_hydro,,,POINT (-4542450.214681057 -2293582.2735326635)
172,São Domingos (Torixoréo),Primavera Energia S.A.,Rio São Domingos,2.4,1899-12-30,PCH.PH.MT.002862-2,operation,small_hydro,,,POINT (-5867372.960893229 -1814480.9568698427)
173,Itaguaçu,Itaguaçu Energia S/A,Rio Pitanga,14.0,2013-08-21,PCH.PH.PR.028921-3,operation,small_hydro,,,POINT (-5735101.289242372 -2748995.517893725)
174,Alto Araguaia,Primavera Energia S.A.,Rio Araguaia,0.8,1899-12-30,PCH.PH.MT.000066-3,operation,small_hydro,,,POINT (-5924290.6688559875 -1925636.4984321506)
175,Pezzi,Pezzi Energética S.A,Rio das Antas,19.0,2012-10-31,PCH.PH.RS.028988-4,operation,small_hydro,,,POINT (-5628913.748090274 -3205167.6636250005)
176,Santo Antônio,Energisa Geração Rio Grande S.A.,Rio Grande,8.0,2012-02-04,PCH.PH.RJ.029728-3,operation,small_hydro,,,POINT (-4714609.3711976735 -2464552.2240779623)
177,São Pedro,São Pedro Energia S.A.,Rio Jucu Braço Norte,30.0,2009-06-16,PCH.PH.ES.028986-8,operation,small_hydro,,,POINT (-4523673.484619591 -2262919.0124405427)
178,Santo Antônio do Caiapó,Rialma Companhia Energética IV S.A.,Rio Caiapó,30.0,2012-12-22,PCH.PH.GO.029119-6,operation,small_hydro,,,POINT (-5721783.5063753845 -1830260.3484159815)
179,Areal,Iguaçu Minas Energética Ltda,Rio Bananal,5.14917,1988-01-01,PCH.PH.MG.000141-4,operation,small_hydro,,,POINT (-4908098.673754027 -2466107.8337004483)
180,Euclidelândia,Quanta Geração S.A.,Rio Negro,1.4,1899-12-30,PCH.PH.RJ.000922-9,operation,small_hydro,,,POINT (-4704128.084096753 -2439498.603820285)
181,Cesar Filho,Centrais Elétricas Cesar Filho Ltda.,Rio Taboca,7.0,2014-03-22,PCH.PH.RO.031050-6,operation,small_hydro,,,POINT (-6811361.953055551 -1366023.7520090207)
182,Pilar,Amanary Eletricidade Ltda,Rio Turvo,1.3,1928-01-01,PCH.PH.SP.028188-3,operation,small_hydro,,,POINT (-5305481.340185991 -2653445.470023697)
183,Agudo,SPVR - Geração e Comercialização de Energia Elétrica Ltda.,Rio Lajeado Agudo,3.9,2016-03-03,PCH.PH.SC.031040-9,operation,small_hydro,,,POINT (-5733808.596108316 -3064069.461645467)
184,Fortuna II,PCH Fortuna II S.A.,Rio Corrente Grande,9.0,2019-01-11,PCH.PH.MG.028426-2,operation,small_hydro,,,POINT (-4751669.681300971 -2103220.3680602373)
185,Santa Laura,Santa Laura S.A.,Rio Chapecozinho,15.0,2007-10-01,PCH.PH.SC.027972-2,operation,small_hydro,,,POINT (-5824000.682041056 -2979707.2937744358)
186,Verde 8,Verde 08 Energia S.A.,Rio Verde ou Verdão,30.0,2018-05-31,PCH.PH.GO.030973-7,operation,small_hydro,,,POINT (-5619064.352275224 -1965226.5641125462)
187,Gavião Peixoto,Chimay Empreendimentos e Participações Ltda,Rio Jacaré-Açú,4.8,2007-06-22,PCH.PH.SP.001025-1,operation,small_hydro,,,POINT (-5397785.697537844 -2432011.655842337)
188,Anna Maria,Água Clara Energética S/A,Rio Pinho,1.68,1899-12-30,PCH.PH.MG.000104-0,operation,small_hydro,,,POINT (-4838185.793265127 -2391314.060080248)
189,Ibirama,Ibirama Energética S.A.,Rio Itajaí do Norte,21.0,2010-12-21,PCH.PH.SC.029049-1,operation,small_hydro,,,POINT (-5518062.832759804 -3009842.2661817423)
190,Das Pedras,Euclides Maciel Energética S.A.,Rio Chapecó,5.6,2017-12-23,PCH.PH.SC.030575-8,operation,small_hydro,,,POINT (-5764279.759500388 -2969850.3089757483)
191,Piracicaba (Antiga Boyes),Piracicaba Geradora de Energia Ltda,Rio Piracicaba,1.12,1938-01-01,PCH.PH.SP.028024-0,operation,small_hydro,,,POINT (-5304855.633254426 -2528765.675991495)
192,Água Brava,Usina Elétrica do Prata S.A.,Rio Prata,13.05,2019-04-27,PCH.PH.MT.029045-9,operation,small_hydro,,,POINT (-6127399.858052108 -1791837.7948758523)
193,Bandeirante,Rio Água Clara Energia S.A.,Rio Sucuriú,28.0,2019-10-12,PCH.PH.MS.032163-0,operation,small_hydro,,,POINT (-5846293.096913666 -2174047.700540017)
194,Salto,Salto Jauru Energética S.A.,Rio Jauru,19.0,2007-12-29,PCH.PH.MT.028203-0,operation,small_hydro,,,POINT (-6535703.960836584 -1701778.9745149175)
195,Alto Paraguai (Pedro Pedrossian),Primavera Energia S/A,Rio Paraguai,1.68,1970-01-01,PCH.PH.MT.000078-7,operation,small_hydro,,,POINT (-6277521.276649785 -1611716.924218958)
196,Fundão I,Centrais Elétricas do Rio Jordão S.A.,Rio Jordão,2.475,2006-12-29,PCH.PH.PR.028846-2,operation,small_hydro,,,POINT (-5788839.28085109 -2861291.9881679453)
197,Salto Morais,CEMIG Geração e Transmissão S.A.,Rio Tijuco,2.394,1899-12-30,PCH.PH.MG.002656-5,operation,small_hydro,,,POINT (-5497388.907548568 -2109484.8532576733)
198,Morrinhos,Certaja Morrinhos Geração e Comércio de Energia Elétrica Ltda,Arroio dos Cachorros,2.25,2014-11-20,PCH.PH.RS.030407-7,operation,small_hydro,,,POINT (-5773910.099596935 -3374906.4755939557)
199,Passo do Inferno,"Companhia Estadual  de Energia Elétrica, Companhia Estadual de Geração e Transmissão de Energia Elétrica",Rio Santa Cruz,1.49,1899-12-30,PCH.PH.RS.001998-4,operation,small_hydro,,,POINT (-5649057.25407296 -3258129.500344315)
200,São Joaquim,Chimay Empreendimentos e Participações Ltda.,Rio Sapucaí,8.05,2002-07-19,PCH.PH.SP.026844-5,operation,small_hydro,,,POINT (-5318853.035416328 -2291127.9334596717)
201,João Baptista de Lima Figueiredo,Itaiquara Alimentos S.A.,Rio Pardo,3.5,1952-02-09,PCH.PH.SP.028700-8,operation,small_hydro,,,POINT (-5203857.0967673985 -2402819.4545477713)
202,Braço,Pequena Central Hidrelétrica Rio do Braço S.A.,Rio Braço,11.155,2011-02-01,PCH.PH.RJ.030001-2,operation,small_hydro,,,POINT (-4924719.057336431 -2537132.6389418887)
203,Sobrado,Tocantins Energética S.A.,Rio Sobrado,4.82,1994-01-01,PCH.PH.TO.002756-1,operation,small_hydro,,,POINT (-5150489.4098900845 -1394659.8085859853)
204,Rede Elétrica Piquete - Itajubá - REPI,Indústria de Material Bélico do Brasil,Rio de Bicas,3.34,1899-12-30,PCH.PH.MG.002070-2,operation,small_hydro,,,POINT (-5050036.2742313165 -2510557.8463028013)
205,Curemas,Companhia Hidro Elétrica do São Francisco,Rio Piancó,3.52,1899-12-30,PCH.PH.PB.027402-0,operation,small_hydro,,,POINT (-4224370.406899469 -781835.9532737813)
206,Água Prata,Usina Elétrica do Prata Ltda.,Rio Prata,13.3,2017-08-05,PCH.PH.MT.029044-0,operation,small_hydro,,,POINT (-6130753.66896155 -1791141.435467233)
207,Engenheiro José Gelásio da Rocha,Hidropower Energia S.A.,Ribeirão Ponte de Pedra,24.435,2007-02-17,PCH.PH.MT.028845-4,operation,small_hydro,,,POINT (-6094560.696655768 -1860478.9731904762)
208,Cachoeira Poço Preto II,Maringá Ferro Liga S.A.,Rio Itararé,2.099,1899-12-30,PCH.PH.SP.030406-9,operation,small_hydro,,,POINT (-5505616.141049604 -2677001.316922977)
209,Chave do Vaz,Quanta Geração S.A.,Rio Negro,1.6,1899-12-30,PCH.PH.RJ.000765-0,operation,small_hydro,,,POINT (-4711497.844042994 -2441769.73271686)
210,Furnas do Segredo,Jaguari Energética S.A.,Rio Jaguari,9.8,2005-09-16,PCH.PH.RS.001009-0,operation,small_hydro,,,POINT (-6067353.749237577 -3268980.623744216)
211,Ijuizinho,Companhia Estadual de Geração e Transmissão de Energia Elétrica - CEEE-GT,Rio Ijuizinho,1.118,1899-12-30,PCH.PH.RS.027405-4,operation,small_hydro,,,POINT (-6043452.627460442 -3166178.547421406)
212,Cotovelo do Jacuí,COPREL ? Cooperativa de Geração de Energia e Desenvolvimento,Rio Jacuí,3.34,2001-05-14,PCH.PH.RS.000877-0,operation,small_hydro,,,POINT (-5869459.158727249 -3191726.6711210883)
213,Telegráfica,Telegráfica Energia S/A,Rio Juruena,30.0,2011-08-27,PCH.PH.MT.028820-9,operation,small_hydro,,,POINT (-6559622.518919516 -1430298.0762031015)
214,Salto Natal,Energética Salto Natal S.A.,Rio Mourão,15.12,2003-11-21,PCH.PH.PR.027879-3,operation,small_hydro,,,POINT (-5821083.014106049 -2679787.525222271)
215,Francisco Gross (Antiga Santa Fé),Santa Fé Energia S.A.,Rio Itapemirim,29.0,2009-05-27,PCH.PH.ES.028380-0,operation,small_hydro,,,POINT (-4621522.078931505 -2303897.5997481)
216,Criúva,Criúva Energética S.A.,Lajeado Grande,23.949,2010-05-12,PCH.PH.RS.029002-5,operation,small_hydro,,,POINT (-5654916.013456264 -3224300.6128287413)
217,Paiol,SPE Paiol Energia S.A.,Rio Suaçui Grande,20.0,2010-03-23,PCH.PH.MG.028670-2,operation,small_hydro,,,POINT (-4658533.305265685 -2070531.1308635413)
218,Colino 2,Energética Serra da Prata S.A.,Córrego Colino,16.0,2008-07-17,PCH.PH.BA.028997-3,operation,small_hydro,,,POINT (-4464581.996877593 -1900490.7604052809)
219,Fumaça IV,Caparaó Energia S.A.,Rio Preto,4.5,2008-12-30,PCH.PH.ES.027575-1,operation,small_hydro,,,POINT (-4661481.053396891 -2309498.14143868)
220,Santo Antônio,Cooperativa de Geração de Energia e Desenvolvimento,Rio Santa Rosa,4.5,2005-09-30,PCH.PH.RS.029050-5,operation,small_hydro,,,POINT (-6056646.117440541 -3086951.3239084985)
221,Covó,Covó Geração de Energia Elétrica Ltda.,Rio Marrecas,5.0,2019-03-02,PCH.PH.PR.029411-0,operation,small_hydro,,,POINT (-5805435.133179949 -2891400.0850445423)
222,Cristina,SPE Cristina Energia S.A.,Rio Lambari,3.8,2011-11-18,PCH.PH.MG.027730-4,operation,small_hydro,,,POINT (-5040264.688959225 -2467083.506513204)
223,Santana I,Firenze Energética Ltda.,Rio Santana,14.758,2012-04-26,PCH.PH.MT.028971-0,operation,small_hydro,,,POINT (-6326163.619235365 -1602008.3908630465)
224,Braço Norte IV,Novo Mundo Energética S.A,Rio Braço Norte,14.0,2007-11-08,PCH.PH.MT.028772-5,operation,small_hydro,,,POINT (-6118490.333588385 -1077974.8713160665)
225,Sacre 2,Brasil Central Energia S.A.,Rio Sacre,30.0,2006-09-14,PCH.PH.MT.028796-2,operation,small_hydro,,,POINT (-6477945.736839699 -1449302.4419328205)
226,Cristo Rei,Indústrias Reunidas Cristo Rei Ltda.,Rio Ranchinho,1.8,1995-09-01,PCH.PH.PR.027024-5,operation,small_hydro,,,POINT (-5821152.826900187 -2677846.0107775857)
227,Boa Sorte,Boa Sorte Energética S.A.,Rio Palmeiras,16.0,2008-11-12,PCH.PH.TO.029060-2,operation,small_hydro,,,POINT (-5206418.114197103 -1323698.843180081)
228,Salto Góes,SPE Salto Góes Energia S.A.,Rio do Peixe,20.0,2012-12-28,PCH.PH.SC.030338-0,operation,small_hydro,,,POINT (-5708711.5090403855 -3017157.424363027)
229,Pirapetinga,Rio PCH I S.A.,Rio Itabapoana,20.0,2009-08-14,PCH.PH.ES.028804-7,operation,small_hydro,,,POINT (-4645187.920285675 -2349635.835450353)
230,Salto das Flores,Central Hidrelétrica Salto das Flores S.A.,Rio das Flores,6.7,2011-10-18,PCH.PH.SC.028831-4,operation,small_hydro,,,POINT (-5972932.599225486 -2968088.9377423157)
231,Calheiros,Calheiros Energia S.A.,Rio Itabapoana,19.528,2008-09-12,PCH.PH.RJ.027672-3,operation,small_hydro,,,POINT (-4643192.231320238 -2336214.0182853276)
232,Barra da Paciência,SPE Barra da Paciência Energia S.A.,Rio Corrente Grande,23.0,2011-03-04,PCH.PH.MG.027530-1,operation,small_hydro,,,POINT (-4729544.05753461 -2108388.4321932564)
233,Forquilha,Companhia Estadual de Geração e Transmissão de Energia Elétrica,Rio Forquilha,1.118,1950-01-01,PCH.PH.RS.000976-8,operation,small_hydro,,,POINT (-5760588.700071014 -3079026.4760005884)
234,Boa Vista II,SPE Boa Vista 2 Energia S.A.,Rio Verde,29.9,2018-10-24,PCH.PH.MG.033465-0,operation,small_hydro,,,POINT (-5060711.874290151 -2405457.1826838604)
235,Santa Lúcia,Maggi Energia S.A.,Rio Juruena,5.0,1899-12-30,PCH.PH.MT.027987-0,operation,small_hydro,,,POINT (-6571258.838689191 -1507690.4410320553)
236,Belmonte,Companhia Energética Rio das Flores S.A.,Rio das Flores,3.6,2012-05-25,PCH.PH.SC.030091-8,operation,small_hydro,,,POINT (-5974176.053411056 -2987180.6880477876)
237,Jaguari,Mohini Empreendimentos e Participações Ltda.,Rio Jaguari,11.8,1919-01-01,PCH.PH.SP.027109-8,operation,small_hydro,,,POINT (-5218410.4440510515 -2540264.3779312316)
238,Caixão,Companhia Tecidos Santanense,Rio São João,1.172,1899-12-30,PCH.PH.MG.028966-3,operation,small_hydro,,,POINT (-4965648.99279449 -2233195.440469739)
239,Jucu,EDP Pequenas Centrais Hidroelétricas S.A.,Rio Jucu,4.84,1899-12-30,PCH.PH.ES.001272-6,operation,small_hydro,,,POINT (-4516530.700662304 -2270182.560122914)
240,Piedade,Piedade Usina Geradora de Energia S.A.,Rio Piedade,21.69,2010-08-25,PCH.PH.MG.028807-1,operation,small_hydro,,,POINT (-5455740.690645889 -2080434.1624130022)
241,Da Ilha,Da Ilha Energética S.A.,Rio Prata,26.0,2008-04-15,PCH.PH.RS.028725-3,operation,small_hydro,,,POINT (-5728019.387361745 -3216192.9223232414)
242,Mogi-Guaçu,AES Tietê S.A.,Rio Moji-Guaçu,7.2,1997-10-01,PCH.PH.SP.001479-6,operation,small_hydro,,,POINT (-5220964.228051558 -2491307.761276199)
243,Três Capões,Indústrias de Madeiras Santa Maria Ltda.,Rio Jordão,1.268,1899-12-30,PCH.PH.PR.002871-1,operation,small_hydro,,,POINT (-5751077.506783931 -2834708.2107101106)
244,Salto Grande,Jayaditya Empreendimentos e Participações Ltda.,Rio Atibaia,4.55,1899-12-30,PCH.PH.SP.027172-1,operation,small_hydro,,,POINT (-5220446.632605707 -2553004.2073678644)
245,Oriental,Usina Serra Grande S/A,Rio Inhumas,1.25,1899-12-30,PCH.PH.AL.028557-9,operation,small_hydro,,,POINT (-4021343.347219903 -1001455.708484085)
246,Tambaú,Tambaú Energética S.A.,Rio Guarita,8.806,2013-03-28,PCH.PH.RS.030064-0,operation,small_hydro,,,POINT (-5962396.620636106 -3054707.9740378675)
247,São Simão,São Simão Energia S.A.,Rio Itapemirim,27.0,2009-02-17,PCH.PH.ES.028171-9,operation,small_hydro,,,POINT (-4617904.188801552 -2295034.0652622036)
248,Cachoeira,JFG Energia S/A,Rio Ávila,11.12,1899-12-30,PCH.PH.RO.000396-4,operation,small_hydro,,,POINT (-6731716.180613721 -1390621.4044041396)
249,Santa Luzia D´Oeste,Hidroelétrica Bergamin Ltda.,Rio Colorado,3.0,1899-12-30,PCH.PH.RO.026716-3,operation,small_hydro,,,POINT (-6875117.267267012 -1374852.121780968)
250,Ferradura,BT Geradora de Energia Elétrica S.A.,Rio Guarita,9.2,2003-12-31,PCH.PH.RS.027885-8,operation,small_hydro,,,POINT (-5964371.057597553 -3068089.6767791067)
251,Itaipava,Grandview Energia Ltda,Rio Pardo,3.88,1914-01-01,PCH.PH.SP.027984-6,operation,small_hydro,,,POINT (-5269282.138107542 -2383672.47129583)
252,Cidezal,Campos de Júlio Energia S.A.,Rio Juruena,17.0,2011-06-25,PCH.PH.MT.028836-5,operation,small_hydro,,,POINT (-6569256.2328871945 -1488334.4047857814)
253,Macabu,Quanta Geração S.A.,Rio Macabu,21.0,1950-01-01,PCH.PH.RJ.001347-1,operation,small_hydro,,,POINT (-4686334.4141207775 -2464533.990056696)
254,Planalto,Planalto Energética Ltda.,Rio Aporé,17.0,2009-07-15,PCH.PH.GO.028737-7,operation,small_hydro,,,POINT (-5830382.5563132 -2091373.8772032629)
255,Plano Alto,SPE Plano Alto Energia S.A.,Rio Irani,16.0,2008-02-14,PCH.PH.SC.028754-7,operation,small_hydro,,,POINT (-5826513.815169154 -3000940.0232372293)
256,Santa Cruz,Nelson Ricardo da Cruz,Rio de Pedras,3.97,1899-12-30,PCH.PH.BA.026701-5,operation,small_hydro,,,POINT (-5060811.290276477 -1359273.2245414306)
257,Codorna,Anglogold Ashanti Córrego do Sítio Mineração S.A .,Ribeirão Marinhos,1.944,1899-12-30,PCH.PH.MG.000789-7,operation,small_hydro,,,POINT (-4885820.636350253 -2244817.403030726)
258,Várzea Alegre,SPE Várzea Alegre Energia S.A.,Rio José Pedro,7.5,2011-04-02,PCH.PH.MG.027572-7,operation,small_hydro,,,POINT (-4644122.489899573 -2224914.31853905)
259,Barra das Águas,PCH Águas do Rio Irani Energética Ltda,Rio Irani,8.5,2020-05-29,PCH.PH.SC.035155-5,operation,small_hydro,,,POINT (-5822252.419679538 -3000634.515466352)
260,Santa Rosa,PCH Santa Rosa S.A.,Rio Braço do Norte,6.7,2013-12-14,PCH.PH.SC.028844-6,operation,small_hydro,,,POINT (-5468170.63734433 -3118264.8165065544)
261,Verde 4A,Phoenix Geração de Energia S.A,Rio Verde,28.0,2018-02-07,PCH.PH.MS.029261-3,operation,small_hydro,,,POINT (-5940967.6530561205 -2212320.5521855224)
262,Galópolis,"Galópolis Energia S.A.
",Arroio Pinhal,1.5,2009-02-18,PCH.PH.RS.029714-3,operation,small_hydro,,,POINT (-5694693.368279993 -3254643.334345179)
263,Rondinha,Rondinha Energética S.A.,Rio Chapecó,9.6,2014-06-04,PCH.PH.SC.030382-8,operation,small_hydro,,,POINT (-5793685.389758467 -2970279.553147385)
