hours,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
106,0.0069,0.1606,0.0058,0.0354,0.0977,0.1493,0,0.0616,0.004,0.0243,0.0113,0.0267,0.0073,0.0276,0.4441,0.3051,0.0736,0.0462,0.0262,0.6067,0.0048,0.0554,0.2023,0.1038,0.1209,0.0668,0.0107
107,0.0047,0.3005,0.007,0.0579,0.1714,0.3621,0,0.1467,0.0034,0.0648,0.0123,0.0334,0.0076,0.0396,0.5717,0.4703,0.1062,0.0965,0.036,0.7527,0.0122,0.0729,0.2836,0.1872,0.3413,0.0497,0.0194
108,0.0057,0.3688,0.0072,0.0776,0.1658,0.5369,0,0.1227,0.0029,0.1798,0.0196,0.0341,0.0064,0.0664,0.5712,0.4499,0.1844,0.1044,0.0314,0.7274,0.0096,0.0823,0.4038,0.2146,0.3244,0.0514,0.0228
109,0.0083,0.3718,0.0056,0.0591,0.1522,0.5941,0,0.1047,0.0052,0.1643,0.0242,0.0417,0.0111,0.0996,0.533,0.4183,0.2366,0.0956,0.029,0.706,0.0108,0.2009,0.398,0.2215,0.2869,0.0733,0.0301
110,0.0386,0.3615,0.0062,0.0681,0.1438,0.5964,0,0.0868,0.0071,0.1109,0.0231,0.0613,0.0187,0.1062,0.5347,0.4191,0.2594,0.0898,0.037,0.7255,0.0119,0.3678,0.3411,0.2193,0.2961,0.0886,0.0346
111,0.0635,0.3399,0.0084,0.0823,0.1402,0.5975,0,0.1035,0.0095,0.0956,0.0259,0.0755,0.0165,0.1063,0.5375,0.4338,0.2697,0.0777,0.0534,0.7095,0.0073,0.4446,0.2821,0.1899,0.2914,0.095,0.0308
112,0.0896,0.302,0.0135,0.0946,0.143,0.5737,0,0.1476,0.0137,0.098,0.0332,0.0716,0.0117,0.1025,0.5167,0.4654,0.2907,0.0876,0.0697,0.6617,0.0049,0.4586,0.245,0.1651,0.2795,0.1039,0.0284
113,0.1109,0.2543,0.014,0.085,0.1472,0.5363,0,0.1835,0.0204,0.0865,0.0388,0.0652,0.0102,0.0926,0.4846,0.5086,0.2927,0.1042,0.0751,0.6379,0.0033,0.4505,0.2113,0.1621,0.258,0.1076,0.0213
114,0.1192,0.2472,0.0171,0.0881,0.1621,0.54,0,0.2101,0.0297,0.0701,0.0382,0.0687,0.0119,0.0805,0.5226,0.5458,0.2942,0.098,0.0827,0.6806,0.004,0.4261,0.1955,0.1621,0.2629,0.0732,0.0174
115,0.1312,0.3071,0.019,0.1115,0.1934,0.5488,0,0.2352,0.03,0.0707,0.0345,0.0612,0.0165,0.0742,0.6247,0.5763,0.2793,0.0918,0.0966,0.734,0.0059,0.4159,0.1911,0.1687,0.2579,0.0558,0.0112
116,0.1318,0.3717,0.017,0.1223,0.2287,0.5721,0,0.289,0.0345,0.0704,0.034,0.0362,0.0176,0.0663,0.6773,0.5731,0.2733,0.0815,0.0738,0.7989,0.008,0.3796,0.1975,0.193,0.326,0.0323,0.0232
117,0.132,0.4412,0.014,0.1314,0.2354,0.5902,0,0.33,0.0221,0.0614,0.0353,0.0259,0.0142,0.062,0.543,0.5403,0.2476,0.063,0.0539,0.6975,0.006,0.3093,0.2169,0.1995,0.4636,0.0181,0.0374
118,0.0943,0.3685,0.01,0.1333,0.1623,0.4421,0,0.3228,0.0162,0.037,0.0299,0.025,0.0114,0.037,0.3641,0.315,0.1167,0.0473,0.0509,0.5321,0.0055,0.1836,0.2309,0.1623,0.4439,0.0112,0.0143
119,0.0551,0.2682,0.0039,0.1508,0.1569,0.3634,0,0.2869,0.0081,0.0425,0.0345,0.0171,0.0051,0.0418,0.2806,0.2972,0.085,0.027,0.0447,0.3733,0.0067,0.1016,0.1501,0.1086,0.3806,0.0037,0.0099
120,0.038,0.2708,0.0039,0.1457,0.1177,0.3371,0,0.2283,0.0077,0.0449,0.0365,0.0263,0.0083,0.0401,0.3471,0.2764,0.0587,0.0415,0.0364,0.3893,0.0067,0.0853,0.1838,0.1082,0.3263,0.0054,0.0108
121,0.0635,0.2565,0.005,0.1438,0.1021,0.2447,0,0.1915,0.007,0.0316,0.0389,0.0479,0.0164,0.0412,0.3951,0.2182,0.0911,0.0739,0.0292,0.4352,0.0084,0.1025,0.2554,0.1415,0.2807,0.0097,0.0089
122,0.0644,0.2211,0.0062,0.1346,0.0937,0.1796,0,0.1383,0.0083,0.0281,0.0367,0.067,0.0174,0.0332,0.3452,0.1462,0.112,0.1093,0.0232,0.4318,0.0106,0.1145,0.297,0.1736,0.2238,0.0127,0.009
123,0.0796,0.1901,0.0086,0.1045,0.0868,0.1296,0,0.0731,0.007,0.0342,0.0293,0.0831,0.0193,0.0231,0.2557,0.1149,0.0847,0.1393,0.0214,0.3845,0.0119,0.123,0.3137,0.2065,0.1923,0.0167,0.009
124,0.0772,0.1215,0.0082,0.0756,0.0782,0.0855,0,0.0404,0.0053,0.0312,0.0196,0.0905,0.0179,0.0163,0.1554,0.0835,0.0677,0.1585,0.0203,0.2736,0.0157,0.1181,0.3217,0.2515,0.1253,0.0185,0.0073
125,0.0717,0.0775,0.0085,0.0713,0.071,0.0587,0,0.0286,0.0048,0.0181,0.0126,0.0906,0.0155,0.0132,0.087,0.0772,0.0465,0.1485,0.0193,0.172,0.0142,0.1122,0.2913,0.2711,0.0735,0.0194,0.0075
126,0.0699,0.0566,0.0106,0.0496,0.0674,0.0422,0,0.0243,0.0068,0.0177,0.0096,0.0933,0.016,0.0114,0.0778,0.0925,0.0366,0.1458,0.0167,0.1522,0.0143,0.1136,0.2487,0.2803,0.0523,0.0217,0.0135
127,0.0633,0.0439,0.0111,0.0292,0.0613,0.0355,0,0.0241,0.0107,0.0146,0.0085,0.0935,0.0152,0.0103,0.086,0.1043,0.03,0.1434,0.0171,0.1273,0.0105,0.106,0.2245,0.2778,0.032,0.0243,0.0197
128,0.061,0.0467,0.0115,0.0232,0.0635,0.0352,0,0.0276,0.0194,0.0095,0.0105,0.0967,0.0151,0.0103,0.0906,0.1255,0.0205,0.1272,0.0228,0.1037,0.0104,0.0993,0.2031,0.2509,0.0279,0.0244,0.0319
129,0.0569,0.055,0.0113,0.019,0.0686,0.0368,0,0.0298,0.0274,0.0112,0.0107,0.0945,0.0153,0.0143,0.0859,0.1321,0.0164,0.1097,0.0271,0.1128,0.0108,0.098,0.196,0.2254,0.0228,0.0201,0.0473
130,0.0537,0.0991,0.0109,0.0253,0.0839,0.0529,0,0.0456,0.0346,0.0103,0.0124,0.0925,0.0194,0.0193,0.1217,0.1832,0.0203,0.0927,0.0403,0.1763,0.0137,0.0931,0.2022,0.2083,0.036,0.0167,0.0507
131,0.1087,0.1432,0.027,0.0328,0.1442,0.1099,0,0.0992,0.066,0.0072,0.0125,0.1262,0.0468,0.0293,0.3213,0.3946,0.0386,0.1279,0.0445,0.3941,0.04,0.1158,0.2384,0.2566,0.1198,0.0203,0.03
132,0.0843,0.181,0.026,0.0449,0.177,0.2916,0,0.1482,0.0672,0.016,0.0258,0.1364,0.0645,0.0441,0.493,0.4988,0.0851,0.1553,0.0472,0.6031,0.0289,0.1036,0.3157,0.2904,0.1667,0.0312,0.0455
133,0.0615,0.2325,0.0246,0.0913,0.1777,0.4688,0,0.1454,0.0747,0.0278,0.0592,0.2339,0.1076,0.0824,0.5843,0.5114,0.1337,0.1752,0.061,0.7269,0.0414,0.1507,0.3992,0.367,0.2283,0.069,0.0723
134,0.1077,0.329,0.0258,0.2129,0.1691,0.4825,0,0.1477,0.1067,0.0461,0.0972,0.3186,0.123,0.1149,0.6188,0.5042,0.1606,0.1691,0.0826,0.7518,0.0777,0.2739,0.4245,0.3544,0.3417,0.1475,0.1059
135,0.1687,0.4305,0.0269,0.1705,0.1714,0.4764,0,0.1421,0.1468,0.0685,0.125,0.3557,0.1205,0.1205,0.6122,0.4717,0.1638,0.154,0.1051,0.732,0.0913,0.3418,0.404,0.272,0.4262,0.1912,0.1244
136,0.1592,0.482,0.03,0.2178,0.1812,0.4451,0,0.131,0.1471,0.0709,0.1203,0.3422,0.1177,0.1075,0.5659,0.4073,0.15,0.1398,0.1264,0.684,0.1079,0.3385,0.3425,0.2176,0.4885,0.203,0.1342
137,0.1437,0.475,0.0385,0.155,0.1909,0.4159,0,0.1325,0.1171,0.0717,0.103,0.3046,0.1062,0.0899,0.5342,0.3764,0.1368,0.12,0.1443,0.6559,0.0922,0.3054,0.277,0.2313,0.5012,0.1786,0.1415
138,0.1072,0.4823,0.0433,0.1392,0.205,0.3719,0,0.1594,0.0985,0.0653,0.0871,0.2646,0.0918,0.0821,0.5102,0.3792,0.1281,0.0958,0.1618,0.6299,0.1061,0.2689,0.2217,0.2317,0.5112,0.1586,0.1408
139,0.0838,0.4747,0.044,0.1614,0.2158,0.349,0,0.2069,0.072,0.0724,0.0749,0.2365,0.0727,0.0815,0.4655,0.3499,0.1326,0.1321,0.1822,0.6127,0.1306,0.2409,0.1983,0.2164,0.535,0.1319,0.1517
140,0.0728,0.41,0.0485,0.1463,0.2289,0.3799,0,0.27,0.0646,0.0804,0.0694,0.2179,0.0653,0.0699,0.4107,0.3304,0.1479,0.1384,0.2165,0.6033,0.1112,0.2114,0.18,0.2698,0.4832,0.0899,0.15
141,0.0633,0.354,0.0464,0.1424,0.2439,0.3484,0,0.302,0.0561,0.0532,0.0618,0.1827,0.0592,0.0617,0.3691,0.3133,0.1403,0.1181,0.2347,0.5839,0.0704,0.2101,0.1725,0.2544,0.4827,0.0638,0.1009
142,0.0431,0.2531,0.0358,0.098,0.1817,0.2017,0,0.2602,0.037,0.0285,0.0334,0.1141,0.0531,0.037,0.2646,0.2288,0.0638,0.0871,0.2191,0.4424,0.0426,0.1505,0.162,0.1574,0.4125,0.0282,0.0565
143,0.0351,0.1782,0.0149,0.1089,0.1418,0.1298,0,0.2302,0.0131,0.0315,0.0279,0.0728,0.0254,0.0352,0.1669,0.1636,0.0326,0.0576,0.2001,0.3533,0.0259,0.0855,0.1895,0.0982,0.2864,0.0121,0.036
144,0.0404,0.2515,0.0175,0.1062,0.1462,0.1245,0,0.1851,0.0104,0.0302,0.0351,0.1007,0.0311,0.0338,0.2291,0.1809,0.0234,0.0823,0.1736,0.373,0.0182,0.0822,0.2485,0.1243,0.3193,0.0182,0.0268
145,0.0703,0.2671,0.0223,0.0839,0.137,0.1092,0,0.1505,0.0131,0.0328,0.038,0.1561,0.0422,0.0349,0.2618,0.1876,0.0167,0.1122,0.1651,0.3112,0.0273,0.0952,0.2962,0.1633,0.2744,0.0241,0.0205
146,0.102,0.2627,0.0255,0.0669,0.1344,0.0931,0,0.1186,0.0136,0.0344,0.0354,0.1867,0.049,0.0375,0.2499,0.1958,0.0153,0.1743,0.144,0.2915,0.0451,0.1163,0.3531,0.2416,0.2417,0.023,0.016
147,0.1172,0.2064,0.0294,0.0632,0.1208,0.0803,0,0.1037,0.0153,0.0321,0.0329,0.2241,0.0566,0.038,0.2091,0.1631,0.0176,0.2323,0.1261,0.2627,0.0569,0.1333,0.3743,0.3252,0.2018,0.0252,0.0085
148,0.1175,0.1472,0.0342,0.0784,0.1017,0.0634,0,0.0858,0.0146,0.028,0.0292,0.2684,0.0611,0.0324,0.1653,0.127,0.018,0.2693,0.1152,0.2126,0.0662,0.1347,0.3908,0.389,0.1653,0.0318,0.0052
149,0.1216,0.1028,0.0345,0.0909,0.0925,0.0438,0,0.0698,0.014,0.0255,0.0261,0.3099,0.0604,0.0348,0.138,0.1166,0.0162,0.2901,0.1115,0.1764,0.0734,0.1445,0.4244,0.411,0.1441,0.0438,0.0033
150,0.1305,0.0924,0.0363,0.0874,0.0836,0.0317,0,0.0586,0.015,0.0151,0.0231,0.3367,0.0657,0.0362,0.1306,0.1134,0.0134,0.3111,0.1117,0.1501,0.0751,0.1316,0.4777,0.3944,0.1307,0.054,0.0027
151,0.1312,0.09,0.035,0.0729,0.0814,0.0245,0,0.0497,0.0185,0.0101,0.0219,0.3596,0.0731,0.0334,0.1251,0.0977,0.0159,0.328,0.1128,0.1216,0.0665,0.1268,0.5336,0.3899,0.1079,0.0645,0.0027
152,0.1363,0.0848,0.0342,0.0713,0.0798,0.0179,0,0.0447,0.0209,0.0057,0.0213,0.3597,0.0783,0.0305,0.09,0.0939,0.0164,0.337,0.1175,0.1012,0.0586,0.1236,0.5995,0.4231,0.0888,0.0743,0.002
153,0.1215,0.0716,0.0306,0.0735,0.0799,0.0151,0,0.0405,0.0216,0.0028,0.0215,0.3625,0.0872,0.0261,0.0745,0.0966,0.0168,0.3426,0.1234,0.1213,0.0479,0.1308,0.6671,0.4698,0.0749,0.0852,0.0021
154,0.1084,0.0677,0.0315,0.0638,0.0934,0.02,0,0.0583,0.0226,0.0011,0.0262,0.3574,0.0878,0.0233,0.1213,0.1461,0.021,0.3525,0.1398,0.1791,0.0424,0.1316,0.7275,0.5124,0.0839,0.0982,0.0018
155,0.1258,0.089,0.0358,0.072,0.2193,0.0544,0,0.081,0.0435,0.0022,0.0454,0.3253,0.1039,0.0292,0.3214,0.3425,0.0477,0.3076,0.1428,0.3902,0.0677,0.1283,0.8436,0.5462,0.1891,0.1271,0.0022
156,0.1119,0.0784,0.0346,0.087,0.243,0.157,0,0.103,0.0623,0.004,0.0656,0.3267,0.1617,0.0429,0.3429,0.4043,0.1065,0.4325,0.1482,0.4339,0.0736,0.1189,0.8795,0.6135,0.2414,0.1857,0.0004
157,0.0942,0.1033,0.0249,0.0845,0.2614,0.2373,0,0.1581,0.1336,0.0192,0.1155,0.4638,0.2153,0.0732,0.3283,0.4158,0.19,0.554,0.1677,0.4354,0.0993,0.1984,0.8945,0.7298,0.2724,0.277,0.0004
158,0.2902,0.1336,0.0613,0.1026,0.269,0.2858,0,0.1827,0.173,0.0763,0.1553,0.5633,0.213,0.0946,0.2826,0.3998,0.2662,0.6442,0.1682,0.3674,0.1268,0.3073,0.9111,0.8255,0.2709,0.3786,0.0059
159,0.3973,0.199,0.1006,0.1117,0.2856,0.3018,0,0.2046,0.1961,0.1252,0.1781,0.5868,0.1882,0.0916,0.2696,0.4131,0.3043,0.5863,0.1669,0.3489,0.1601,0.3741,0.9577,0.8381,0.3109,0.503,0.0265
160,0.4364,0.2847,0.1068,0.1522,0.2903,0.2722,0,0.2051,0.2126,0.1435,0.1746,0.5745,0.1884,0.0841,0.2662,0.4161,0.3001,0.6227,0.1638,0.338,0.1436,0.4083,0.9592,0.8674,0.3581,0.5798,0.0481
161,0.4038,0.3695,0.1045,0.1344,0.3067,0.2457,0,0.2064,0.2194,0.1319,0.1554,0.4484,0.1808,0.0684,0.2615,0.4123,0.282,0.5743,0.1611,0.2902,0.1253,0.3853,0.9479,0.8613,0.4322,0.5652,0.0567
162,0.3285,0.4064,0.0969,0.1606,0.3184,0.2296,0,0.2116,0.2154,0.109,0.1369,0.3631,0.1721,0.0572,0.2367,0.4096,0.2619,0.5409,0.1716,0.2706,0.1191,0.3459,0.9317,0.8198,0.4642,0.4951,0.0473
163,0.2675,0.3893,0.0855,0.1616,0.3297,0.2458,0,0.2265,0.1756,0.0909,0.1225,0.3011,0.1511,0.0497,0.2339,0.409,0.2526,0.4535,0.2088,0.2821,0.1029,0.283,0.9239,0.7474,0.4707,0.3951,0.0373
164,0.2205,0.3734,0.0697,0.2027,0.3433,0.2643,0,0.2515,0.1341,0.0879,0.1153,0.2631,0.1311,0.0448,0.2701,0.4024,0.2494,0.3241,0.2468,0.3148,0.0949,0.2398,0.8813,0.6222,0.4791,0.2965,0.0262
165,0.1635,0.3236,0.0596,0.1565,0.3248,0.2222,0,0.2681,0.0919,0.07,0.1071,0.2047,0.0829,0.0343,0.3163,0.4048,0.1982,0.1953,0.2662,0.335,0.0804,0.2083,0.7899,0.5048,0.4877,0.1692,0.0239
166,0.0949,0.2109,0.0429,0.1134,0.2242,0.1133,0,0.2376,0.035,0.0333,0.058,0.1493,0.0423,0.0215,0.2683,0.2712,0.0743,0.1072,0.2545,0.3126,0.0647,0.1773,0.6751,0.4123,0.4109,0.0433,0.0195
167,0.0861,0.1852,0.0338,0.0841,0.1742,0.1189,0,0.1775,0.0054,0.0242,0.0383,0.1149,0.0153,0.0229,0.2637,0.2672,0.0408,0.0444,0.2358,0.439,0.0591,0.0866,0.4088,0.2346,0.3377,0.0201,0.0126
168,0.0668,0.1999,0.0339,0.0772,0.1836,0.1121,0,0.1743,0.0061,0.0223,0.0492,0.1116,0.0153,0.021,0.2878,0.3397,0.0386,0.0439,0.2132,0.4804,0.0609,0.0918,0.3426,0.1725,0.303,0.0187,0.0162
169,0.0622,0.2114,0.0375,0.0719,0.1928,0.0772,0,0.1633,0.007,0.0173,0.056,0.1269,0.0183,0.0215,0.2871,0.3127,0.0438,0.0402,0.1918,0.4859,0.0759,0.1219,0.3066,0.1323,0.2392,0.0171,0.0193
170,0.0779,0.2004,0.0413,0.064,0.1897,0.0609,0,0.1331,0.007,0.0141,0.0518,0.1541,0.0213,0.0216,0.287,0.2906,0.0389,0.0617,0.1929,0.4198,0.0872,0.1431,0.2652,0.1655,0.198,0.0128,0.0199
171,0.0876,0.1482,0.0442,0.0524,0.171,0.0521,0,0.1111,0.0065,0.0119,0.0428,0.1735,0.0247,0.0203,0.2643,0.2398,0.0433,0.0749,0.1891,0.3214,0.091,0.1494,0.2196,0.1682,0.1239,0.0117,0.0158
172,0.0888,0.1088,0.0404,0.0565,0.1498,0.0386,0,0.0895,0.0075,0.0112,0.0343,0.1868,0.0258,0.0192,0.2152,0.2111,0.0459,0.0767,0.1851,0.2741,0.0806,0.1439,0.189,0.1494,0.0887,0.011,0.0177
173,0.0814,0.087,0.0365,0.0623,0.128,0.0312,0,0.0759,0.0081,0.0109,0.0296,0.1879,0.0265,0.0165,0.1714,0.2015,0.042,0.0752,0.1806,0.2592,0.0686,0.1291,0.1628,0.134,0.0711,0.0106,0.018
174,0.0873,0.0673,0.0334,0.0605,0.1132,0.0294,0,0.0668,0.007,0.0113,0.0252,0.1698,0.026,0.017,0.1602,0.2183,0.0433,0.0775,0.1746,0.2431,0.0588,0.1147,0.1461,0.1225,0.045,0.009,0.0179
175,0.0873,0.0448,0.0335,0.0531,0.103,0.0227,0,0.0625,0.0075,0.0094,0.0218,0.1538,0.0257,0.0145,0.1531,0.235,0.0539,0.0811,0.169,0.2083,0.0506,0.1033,0.126,0.1059,0.0285,0.0092,0.0129
176,0.0801,0.0397,0.0339,0.0449,0.0957,0.0199,0,0.063,0.0082,0.0051,0.0208,0.1366,0.0238,0.014,0.1584,0.2239,0.0743,0.0806,0.1657,0.1721,0.0453,0.0922,0.0924,0.1108,0.0256,0.0068,0.0112
177,0.0666,0.0373,0.0371,0.0414,0.0901,0.0187,0,0.0691,0.0089,0.005,0.0204,0.1115,0.0221,0.0142,0.1355,0.1991,0.0982,0.0851,0.1573,0.147,0.0421,0.0918,0.0588,0.1301,0.0264,0.0061,0.0145
178,0.0509,0.0612,0.0408,0.0365,0.1051,0.0203,0,0.0897,0.008,0.0035,0.0231,0.0903,0.0203,0.0146,0.1606,0.2157,0.1269,0.1017,0.1542,0.1566,0.0401,0.0886,0.0392,0.1351,0.0398,0.0043,0.0169
179,0.0709,0.1066,0.0535,0.0228,0.2052,0.0558,0,0.1239,0.0108,0.0106,0.0483,0.0992,0.0153,0.013,0.3758,0.4241,0.1607,0.0953,0.1539,0.3785,0.049,0.0703,0.0747,0.1063,0.1272,0.0035,0.0217
180,0.0624,0.133,0.0516,0.0189,0.3169,0.1594,0,0.1642,0.0076,0.0105,0.0838,0.0832,0.0157,0.0174,0.4266,0.4838,0.2971,0.0844,0.1427,0.5063,0.088,0.0734,0.1142,0.0906,0.1852,0.0017,0.0202
181,0.0496,0.1801,0.0732,0.0412,0.3846,0.2879,0,0.1841,0.0212,0.0126,0.112,0.1156,0.0237,0.0262,0.4837,0.502,0.4125,0.1111,0.1431,0.546,0.1692,0.1808,0.1395,0.217,0.2364,0.0051,0.0315
182,0.0479,0.2518,0.106,0.065,0.4129,0.3382,0,0.1749,0.0338,0.024,0.1165,0.1545,0.0307,0.0312,0.513,0.5292,0.4211,0.1635,0.144,0.5064,0.1821,0.3375,0.1681,0.3293,0.2807,0.017,0.0388
183,0.0616,0.2907,0.1256,0.0506,0.4047,0.3606,0,0.1482,0.0542,0.0408,0.1027,0.187,0.0378,0.0365,0.4326,0.5011,0.3449,0.2056,0.1396,0.4144,0.2023,0.3563,0.1681,0.3708,0.3115,0.0348,0.0422
184,0.0697,0.333,0.1158,0.0499,0.3887,0.3366,0,0.125,0.0706,0.0393,0.1032,0.1978,0.0396,0.0382,0.3629,0.4688,0.2605,0.2037,0.1348,0.4037,0.2054,0.3219,0.1561,0.2999,0.3475,0.0403,0.0432
185,0.0985,0.3674,0.1036,0.0585,0.3803,0.2925,0,0.113,0.0743,0.0376,0.1094,0.1814,0.0427,0.0406,0.3343,0.4321,0.2096,0.1745,0.1355,0.3989,0.1768,0.2519,0.146,0.2515,0.3675,0.0358,0.0407
186,0.1113,0.3983,0.0955,0.0492,0.384,0.26,0,0.1198,0.0764,0.0443,0.1186,0.1571,0.0465,0.049,0.3505,0.431,0.1783,0.1377,0.1441,0.4039,0.1451,0.2335,0.1426,0.1996,0.3972,0.0302,0.0413
187,0.1149,0.4571,0.0774,0.0433,0.4077,0.2346,0,0.1594,0.0774,0.0435,0.1303,0.1352,0.0444,0.0501,0.3821,0.4486,0.1614,0.1236,0.1724,0.4238,0.1123,0.2257,0.1435,0.1974,0.4506,0.0244,0.0426
188,0.1039,0.5044,0.069,0.0684,0.4275,0.1815,0,0.2255,0.0737,0.0333,0.1381,0.125,0.0365,0.0491,0.4426,0.4756,0.1603,0.0974,0.1976,0.4554,0.0635,0.2339,0.1665,0.1348,0.4763,0.0179,0.0435
189,0.1109,0.4705,0.0614,0.0716,0.4006,0.1016,0,0.2949,0.0696,0.0224,0.1243,0.1058,0.0276,0.0365,0.4195,0.4702,0.1298,0.0669,0.2198,0.4508,0.0464,0.2261,0.22,0.0832,0.456,0.017,0.0343
190,0.087,0.3615,0.0469,0.0242,0.2604,0.0408,0,0.2966,0.0322,0.0114,0.0704,0.0744,0.0137,0.0189,0.3234,0.3124,0.0429,0.0584,0.2241,0.3443,0.0172,0.1929,0.19,0.0615,0.3606,0.0202,0.0066
191,0.0545,0.2564,0.0233,0.0086,0.1977,0.0367,0,0.2435,0.0172,0.0104,0.0486,0.0632,0.0056,0.0079,0.2785,0.2745,0.0323,0.0331,0.2091,0.3294,0.0043,0.1109,0.129,0.0448,0.2783,0.0314,0.0104
192,0.0488,0.2694,0.0205,0.0117,0.2047,0.0503,0,0.1931,0.0188,0.0143,0.0496,0.0613,0.0063,0.0112,0.2614,0.31,0.0337,0.0637,0.2033,0.319,0.003,0.1046,0.174,0.0953,0.2359,0.0473,0.0111
193,0.062,0.2428,0.0198,0.0136,0.2146,0.0678,0,0.1416,0.0219,0.0161,0.0537,0.0535,0.0075,0.0138,0.2569,0.3291,0.0366,0.0837,0.2043,0.2974,0.0055,0.1123,0.2757,0.1153,0.2044,0.0488,0.0094
194,0.0627,0.1845,0.019,0.0203,0.2114,0.0834,0,0.0949,0.0222,0.0197,0.0557,0.0473,0.0079,0.0159,0.2278,0.3245,0.0405,0.1284,0.1979,0.2463,0.0042,0.1049,0.3335,0.1857,0.1682,0.0483,0.0094
195,0.0508,0.1202,0.0169,0.0204,0.201,0.0917,0,0.0711,0.0202,0.0192,0.0559,0.0381,0.0075,0.0165,0.1982,0.3125,0.046,0.1346,0.1771,0.2046,0.004,0.0925,0.3593,0.2543,0.1194,0.0503,0.0128
196,0.0448,0.0921,0.0147,0.0242,0.1914,0.0993,0,0.0628,0.0169,0.0171,0.0538,0.0394,0.006,0.0146,0.1896,0.3221,0.0541,0.1166,0.1637,0.1688,0.0032,0.0767,0.3838,0.262,0.0901,0.0502,0.0182
197,0.0347,0.0742,0.0112,0.0233,0.1806,0.0933,0,0.0571,0.0142,0.0138,0.0552,0.0367,0.0058,0.0131,0.1863,0.2943,0.0644,0.1168,0.1632,0.1535,0.0035,0.0578,0.3882,0.2373,0.0751,0.052,0.0225
198,0.0314,0.0683,0.0095,0.0281,0.1771,0.1008,0,0.0525,0.0114,0.0124,0.0552,0.0374,0.0056,0.0111,0.1928,0.2871,0.0853,0.1231,0.1794,0.1475,0.0053,0.0476,0.385,0.2427,0.0771,0.0517,0.0232
199,0.0271,0.0612,0.0081,0.0263,0.165,0.09,0,0.0436,0.0107,0.0121,0.0544,0.0397,0.0058,0.012,0.1466,0.2616,0.1014,0.1156,0.1947,0.1634,0.0058,0.0412,0.3924,0.2457,0.0725,0.0536,0.0194
200,0.026,0.0765,0.0072,0.0217,0.1536,0.0777,0,0.0357,0.0109,0.0107,0.0532,0.038,0.0058,0.0131,0.1241,0.2369,0.1211,0.1054,0.1943,0.1635,0.0064,0.043,0.424,0.2552,0.0748,0.0537,0.0129
201,0.0263,0.0739,0.0078,0.0209,0.1401,0.0647,0,0.0279,0.0113,0.0098,0.0547,0.0328,0.0045,0.0148,0.1171,0.2057,0.1329,0.1078,0.1841,0.1698,0.007,0.0481,0.4615,0.24,0.0722,0.0521,0.0128
202,0.0206,0.0951,0.0084,0.0197,0.1501,0.0621,0,0.0342,0.0124,0.0088,0.0677,0.0306,0.0034,0.0132,0.1821,0.2443,0.1479,0.1073,0.1813,0.1882,0.0072,0.0503,0.4872,0.2122,0.0807,0.0562,0.017
203,0.0198,0.1281,0.0098,0.0393,0.2322,0.1612,0,0.0353,0.0346,0.0283,0.1076,0.0497,0.0031,0.018,0.2879,0.3869,0.1937,0.1296,0.165,0.3042,0.0058,0.0739,0.3711,0.2022,0.1252,0.0834,0.0363
204,0.0287,0.1828,0.009,0.0994,0.3168,0.2613,0,0.0556,0.0512,0.0666,0.2085,0.0388,0.0028,0.0292,0.4046,0.4287,0.3504,0.1325,0.1859,0.5087,0.0059,0.082,0.3964,0.2141,0.1633,0.1038,0.0467
205,0.0661,0.253,0.0111,0.1021,0.3837,0.3221,0,0.1005,0.1288,0.1031,0.2938,0.0669,0.0046,0.0477,0.4885,0.4472,0.4506,0.1606,0.2199,0.609,0.0059,0.1494,0.3959,0.2398,0.2109,0.1192,0.0931
206,0.1277,0.3012,0.0159,0.1315,0.3984,0.3128,0,0.1668,0.224,0.123,0.3194,0.1155,0.0069,0.0729,0.491,0.4455,0.492,0.182,0.2421,0.6,0.0082,0.197,0.3685,0.2775,0.247,0.1155,0.144
207,0.2013,0.3391,0.0193,0.1459,0.3933,0.2865,0,0.2299,0.2911,0.1367,0.3214,0.171,0.0152,0.0755,0.4547,0.4447,0.4445,0.2054,0.2473,0.5373,0.0119,0.2229,0.3682,0.2987,0.2636,0.1068,0.1756
208,0.2499,0.3757,0.0282,0.15,0.3548,0.2631,0,0.2349,0.2939,0.1311,0.3009,0.2038,0.0283,0.0641,0.4075,0.4122,0.3555,0.2326,0.2672,0.4813,0.0131,0.2022,0.3681,0.3073,0.2965,0.1024,0.185
209,0.2582,0.4226,0.0415,0.136,0.3216,0.2529,0,0.2383,0.2493,0.1245,0.2637,0.23,0.036,0.0508,0.4135,0.4099,0.279,0.2374,0.2898,0.5049,0.0174,0.1776,0.3636,0.3184,0.354,0.0809,0.1599
210,0.258,0.4807,0.0399,0.0974,0.3005,0.2767,0,0.2443,0.2072,0.1206,0.2231,0.2341,0.0349,0.045,0.4527,0.4366,0.2203,0.2165,0.3164,0.559,0.024,0.1613,0.3574,0.2963,0.4127,0.0572,0.1216
