hours,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
4194,0.5363,0.4116,0.5384,0.489,0.398,0.4383,0.2318,0.3041,0.4857,0.4467,0.3679,0.457,0.5403,0.5043,0.4922,0.4676,0.4762,0.3963,0.3726,0.4864,0.5445,0.4439,0.2862,0.3411,0.4403,0.425,0.4489
4195,0.5145,0.3179,0.4814,0.4152,0.3091,0.3709,0.184,0.2302,0.4124,0.3316,0.2969,0.392,0.4838,0.4025,0.3814,0.3585,0.3652,0.3264,0.2804,0.377,0.4721,0.3979,0.2233,0.2708,0.3183,0.3465,0.363
4196,0.4367,0.173,0.4309,0.339,0.2079,0.2511,0.132,0.1095,0.2918,0.2516,0.1935,0.2923,0.3844,0.3074,0.2166,0.2033,0.2555,0.2292,0.1534,0.2382,0.3722,0.4497,0.14,0.182,0.1743,0.2394,0.255
4197,0.3317,0.0676,0.3229,0.2031,0.0917,0.1124,0.1334,0.0458,0.1559,0.1405,0.0896,0.1674,0.2482,0.1873,0.0919,0.0815,0.1324,0.13,0.0743,0.095,0.2622,0.307,0.0948,0.1132,0.0656,0.1261,0.125
4198,0.2038,0,0.1936,0.1079,0,0,0,0,0.0017,0.0089,0,0.0337,0.1038,0.0718,0,0,0,0,0,0,0.1459,0.1822,0,0,0,0,0.0104
4199,0.0931,0,0.0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.0584,0,0,0,0,0
4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4210,0,0.0021,0,0,0,0.0013,0,0,0,0,0,0,0,0,0.0043,0.0019,0,0,0,0.0058,0,0,0,0,0.0007,0,0
4211,0,0.0722,0,0.0091,0.0314,0.08,0.0026,0.0213,0.0016,0.029,0.0093,0,0.0002,0.0103,0.1002,0.0727,0.0444,0,0.0106,0.1156,0,0,0,0,0.0579,0.0003,0.0087
4212,0.0006,0.1713,0.0193,0.0713,0.1461,0.2361,0.0723,0.1344,0.0648,0.1579,0.1008,0.0289,0.0425,0.1125,0.2758,0.211,0.1897,0.0305,0.1192,0.2866,0.0104,0.0271,0.0071,0.0265,0.1361,0.058,0.104
4213,0.067,0.3696,0.1254,0.1724,0.3019,0.4028,0.1732,0.2629,0.1945,0.3095,0.2413,0.1575,0.185,0.2652,0.4147,0.3753,0.3604,0.152,0.2554,0.4291,0.1254,0.0967,0.0674,0.1369,0.2713,0.189,0.2364
4214,0.206,0.4515,0.2653,0.2719,0.4297,0.5011,0.232,0.3507,0.3153,0.4479,0.3561,0.2954,0.3362,0.4101,0.5098,0.4891,0.496,0.2766,0.3632,0.5291,0.2875,0.1925,0.1322,0.2498,0.3786,0.314,0.3686
4215,0.3471,0.5179,0.4124,0.3911,0.5076,0.5629,0.2668,0.422,0.4204,0.5397,0.4453,0.3952,0.4552,0.5102,0.5763,0.5615,0.5712,0.3626,0.4362,0.5669,0.4152,0.2981,0.1769,0.3256,0.4182,0.402,0.4729
4216,0.4573,0.5454,0.4841,0.3716,0.5323,0.5653,0.2631,0.4332,0.4622,0.5515,0.4789,0.457,0.5243,0.5383,0.574,0.5869,0.5832,0.4098,0.4618,0.5628,0.512,0.3733,0.1836,0.362,0.4693,0.4403,0.5077
4217,0.4581,0.4931,0.5083,0.4771,0.5128,0.5386,0.2745,0.4147,0.4682,0.5491,0.4533,0.4769,0.5596,0.5339,0.5401,0.5609,0.5522,0.42,0.4405,0.5136,0.5455,0.3881,0.1791,0.3676,0.4314,0.4457,0.5263
4218,0.5232,0.4217,0.5162,0.4044,0.4465,0.4766,0.2222,0.379,0.4384,0.4821,0.3927,0.451,0.5427,0.4805,0.4551,0.4716,0.493,0.387,0.3798,0.3996,0.5407,0.3486,0.1514,0.3297,0.3755,0.4069,0.459
4219,0.4934,0.351,0.4891,0.3876,0.3503,0.4048,0.1992,0.2752,0.3818,0.3932,0.3108,0.3864,0.4857,0.4293,0.3556,0.3726,0.4133,0.3098,0.2843,0.2975,0.491,0.3525,0.1099,0.2545,0.3146,0.3368,0.3945
4220,0.4226,0.2005,0.3811,0.3682,0.2321,0.2685,0.14,0.1512,0.2686,0.291,0.1884,0.2841,0.3812,0.3246,0.2108,0.2307,0.2803,0.2187,0.1653,0.19,0.3755,0.3775,0.0678,0.1562,0.1838,0.2214,0.2977
4221,0.3131,0.0781,0.2821,0.2413,0.1036,0.1271,0.0808,0.0676,0.1462,0.1612,0.0881,0.1586,0.2425,0.1973,0.0901,0.095,0.1392,0.1228,0.077,0.0879,0.2668,0.2822,0.0383,0.0948,0.0713,0.1112,0.1618
4222,0.1967,0,0.1559,0.1095,0,0,0,0,0.0021,0.01,0,0.0307,0.0995,0.0773,0,0,0,0,0,0,0.1406,0.1736,0,0,0,0,0.0145
4223,0.0822,0,0.0389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074,0.0577,0,0,0,0,0
4224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4234,0,0.0018,0,0,0,0.0013,0,0,0,0,0,0,0,0,0.0043,0.0019,0,0,0,0.0056,0,0,0,0,0.0007,0,0
4235,0,0.0582,0,0.0113,0.0303,0.0851,0.0018,0.0217,0.0016,0.0321,0.0097,0,0.0002,0.0102,0.1049,0.0728,0.0481,0,0.01,0.1131,0,0,0,0,0.0543,0.0002,0.0107
4236,0.0005,0.1778,0.0169,0.1094,0.1528,0.2582,0.0497,0.1424,0.0686,0.1766,0.0966,0.0189,0.0409,0.1141,0.2552,0.2228,0.2096,0.0131,0.1085,0.2586,0.0082,0.0384,0.007,0.0044,0.1689,0.0515,0.1258
4237,0.0636,0.28,0.0953,0.2496,0.2968,0.4228,0.1357,0.2851,0.2065,0.3437,0.2207,0.0889,0.1647,0.272,0.4046,0.357,0.3763,0.0623,0.2347,0.3841,0.1037,0.1328,0.0944,0.0299,0.2676,0.1775,0.2828
4238,0.1857,0.3641,0.215,0.3788,0.4123,0.5384,0.2104,0.3918,0.3357,0.4788,0.3384,0.1639,0.2929,0.4129,0.4832,0.486,0.5099,0.1131,0.3464,0.4567,0.2163,0.2447,0.1996,0.0782,0.3314,0.2944,0.4136
4239,0.2956,0.4595,0.3227,0.4388,0.4983,0.6176,0.2703,0.4734,0.4412,0.5737,0.442,0.2143,0.4093,0.524,0.5527,0.568,0.5984,0.1598,0.4254,0.5289,0.3315,0.3269,0.2857,0.1298,0.4474,0.3757,0.5257
4240,0.4193,0.496,0.3897,0.4825,0.516,0.6309,0.2713,0.4985,0.4868,0.5959,0.4947,0.2465,0.4851,0.5683,0.5615,0.5945,0.6163,0.1768,0.4552,0.5062,0.3923,0.3932,0.3303,0.2088,0.4935,0.4199,0.5648
4241,0.4835,0.4891,0.4716,0.5538,0.5001,0.6109,0.2512,0.4779,0.4974,0.6025,0.4816,0.2508,0.5159,0.556,0.5517,0.5734,0.6058,0.1667,0.4333,0.4928,0.4528,0.4391,0.3435,0.2246,0.4654,0.4129,0.5702
4242,0.474,0.3819,0.4476,0.4966,0.4341,0.548,0.2346,0.4209,0.4605,0.5479,0.4207,0.2245,0.4894,0.5173,0.4437,0.5073,0.5446,0.1248,0.3789,0.3898,0.4183,0.4864,0.3185,0.1849,0.3849,0.3651,0.5058
4243,0.4903,0.2881,0.4325,0.4692,0.349,0.4406,0.1941,0.3196,0.3874,0.4464,0.3202,0.1897,0.409,0.4345,0.3513,0.3924,0.4503,0.0984,0.2811,0.3072,0.4086,0.47,0.2633,0.1245,0.3287,0.2588,0.4224
4244,0.4527,0.1581,0.3901,0.3525,0.2221,0.2975,0.1453,0.1831,0.2769,0.2934,0.2031,0.1078,0.2965,0.3122,0.1907,0.2373,0.3239,0.0622,0.1683,0.1927,0.3484,0.3969,0.19,0.0717,0.1851,0.1643,0.3026
4245,0.3553,0.0681,0.2786,0.215,0.1029,0.1387,0.1433,0.0728,0.1464,0.164,0.0968,0.0598,0.1877,0.1992,0.0707,0.0999,0.1664,0.0309,0.0758,0.0771,0.2568,0.3476,0.1341,0.0319,0.0695,0.0708,0.1733
4246,0.2285,0,0.1756,0.1037,0,0,0,0,0.0017,0.0098,0,0.0142,0.0829,0.0811,0,0,0,0,0,0,0.1395,0.2042,0,0,0,0,0.0168
4247,0.0996,0,0.0397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.0708,0,0,0,0,0
4248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4258,0,0.0013,0,0,0,0.0011,0,0,0,0,0,0,0,0,0.0025,0.001,0,0,0,0.0044,0,0,0,0,0.0005,0,0
4259,0,0.0573,0,0.0102,0.0348,0.0794,0.0025,0.0166,0.0016,0.0333,0.0089,0,0.0001,0.0106,0.0713,0.0507,0.047,0,0.0099,0.0908,0,0,0,0,0.0468,0.0002,0.0103
4260,0.0005,0.1369,0.0186,0.1038,0.1696,0.2329,0.0783,0.1246,0.0721,0.1804,0.0988,0.02,0.0417,0.1204,0.1975,0.169,0.2082,0.0139,0.1117,0.2335,0.0082,0.0483,0.0078,0.0095,0.1563,0.037,0.1228
4261,0.0646,0.1896,0.1141,0.2282,0.31,0.3806,0.1645,0.2439,0.2091,0.3486,0.2275,0.1125,0.1774,0.2853,0.3164,0.2487,0.3657,0.0834,0.2409,0.3323,0.1021,0.1701,0.0957,0.0641,0.2685,0.1305,0.2803
4262,0.1809,0.2427,0.2424,0.3907,0.4362,0.4957,0.231,0.347,0.3463,0.4899,0.3528,0.2027,0.3185,0.432,0.4082,0.311,0.4933,0.1837,0.3418,0.4124,0.2259,0.3171,0.197,0.1367,0.3491,0.2215,0.4326
4263,0.3207,0.3237,0.3642,0.4893,0.4962,0.5436,0.253,0.4187,0.4616,0.581,0.4466,0.308,0.4325,0.538,0.4211,0.3609,0.5624,0.2389,0.3973,0.4185,0.3652,0.3721,0.2734,0.2176,0.4239,0.2909,0.5435
4264,0.4176,0.4326,0.4382,0.5584,0.5013,0.5231,0.2361,0.4788,0.5123,0.6053,0.4861,0.3544,0.4965,0.5702,0.4523,0.3644,0.569,0.2432,0.4442,0.4596,0.4671,0.4924,0.3141,0.2544,0.5147,0.3479,0.5839
4265,0.5048,0.44,0.4833,0.5161,0.4905,0.5008,0.2109,0.4377,0.5257,0.6043,0.4754,0.3716,0.5267,0.5813,0.4788,0.4066,0.5623,0.246,0.4185,0.4808,0.5148,0.4914,0.3295,0.2746,0.4317,0.3615,0.5951
4266,0.4636,0.3411,0.508,0.4695,0.4471,0.4275,0.1979,0.3714,0.4939,0.5593,0.4225,0.376,0.5179,0.5375,0.3904,0.3728,0.5133,0.2336,0.3561,0.3931,0.542,0.5067,0.3066,0.2716,0.4003,0.3421,0.5587
4267,0.473,0.2564,0.4768,0.4633,0.3602,0.3704,0.1646,0.2771,0.4176,0.4769,0.3279,0.3213,0.4618,0.4836,0.307,0.2566,0.4242,0.1941,0.2501,0.3109,0.5032,0.5397,0.2483,0.2203,0.3121,0.2834,0.4791
4268,0.2922,0.08,0.3741,0.3829,0.2338,0.2467,0.1646,0.156,0.294,0.337,0.2097,0.2365,0.3634,0.3516,0.1976,0.1671,0.3069,0.115,0.1379,0.1923,0.4036,0.4515,0.1716,0.1405,0.1655,0.189,0.3464
4269,0.2598,0.0331,0.3002,0.255,0.1123,0.1245,0.1402,0.0613,0.1567,0.1865,0.0981,0.1293,0.2328,0.223,0.0706,0.0658,0.1534,0.0565,0.0625,0.0943,0.2963,0.3226,0.1186,0.0796,0.0605,0.0897,0.1993
4270,0.1769,0,0.1837,0.1184,0,0,0,0,0.003,0.0129,0,0.0317,0.0959,0.0889,0,0,0,0,0,0,0.154,0.1813,0,0,0,0,0.0208
4271,0.0757,0,0.0444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084,0.0727,0,0,0,0,0
4272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4282,0,0.0018,0,0,0,0.001,0,0,0,0,0,0,0,0,0.004,0.0017,0,0,0,0.0055,0,0,0,0,0.0007,0,0
4283,0,0.0682,0,0.0113,0.0334,0.0683,0.0028,0.0159,0.0019,0.0317,0.0103,0,0.0002,0.0109,0.1008,0.0697,0.047,0,0.0068,0.115,0,0,0,0,0.0738,0.0002,0.011
4284,0.0004,0.2011,0.022,0.0944,0.1622,0.2088,0.0805,0.1003,0.0814,0.1779,0.1154,0.0245,0.0438,0.1257,0.2492,0.207,0.2064,0.0218,0.0754,0.2865,0.0091,0.0569,0.0054,0.0136,0.2013,0.0503,0.1332
4285,0.0475,0.3263,0.1389,0.2178,0.3031,0.3697,0.1748,0.2254,0.2349,0.3442,0.261,0.1428,0.1873,0.2889,0.3931,0.3314,0.3679,0.127,0.1989,0.4263,0.1173,0.2021,0.0684,0.0942,0.3205,0.1699,0.2993
4286,0.1685,0.377,0.2876,0.2867,0.4096,0.4856,0.2228,0.3373,0.3753,0.4886,0.381,0.2806,0.3393,0.4366,0.4614,0.4183,0.4913,0.2452,0.3047,0.5283,0.2785,0.3633,0.1526,0.1876,0.3766,0.2989,0.446
4287,0.3019,0.4597,0.4335,0.3867,0.4741,0.5779,0.2414,0.3702,0.4771,0.5749,0.4639,0.382,0.4542,0.5334,0.5135,0.5047,0.5553,0.338,0.4112,0.5971,0.4082,0.4713,0.2148,0.2675,0.4487,0.3903,0.5492
4288,0.3984,0.4025,0.4945,0.4331,0.4875,0.5749,0.2377,0.4049,0.5235,0.5988,0.4902,0.4415,0.5186,0.5811,0.5404,0.5031,0.5386,0.3871,0.4442,0.6161,0.4906,0.4919,0.2342,0.3135,0.4348,0.4331,0.5863
4289,0.4797,0.43,0.5241,0.4825,0.4762,0.5641,0.2256,0.3734,0.5357,0.5771,0.4739,0.4533,0.5483,0.579,0.5096,0.4976,0.5444,0.3995,0.4203,0.5692,0.5068,0.5285,0.2399,0.3122,0.4386,0.4399,0.5962
4290,0.4832,0.3151,0.5149,0.4617,0.4226,0.511,0.1997,0.3235,0.5028,0.509,0.4252,0.4437,0.5338,0.5531,0.4157,0.4287,0.4913,0.3799,0.3627,0.5099,0.5241,0.5639,0.2297,0.2876,0.3423,0.4037,0.5612
4291,0.4678,0.278,0.5046,0.4201,0.3487,0.4183,0.1718,0.2486,0.4252,0.4206,0.3368,0.3746,0.4761,0.4721,0.3162,0.3151,0.4201,0.3099,0.2741,0.3904,0.4533,0.5289,0.179,0.242,0.3145,0.3281,0.4804
4292,0.4413,0.1336,0.4429,0.33,0.2173,0.259,0.1647,0.1431,0.3043,0.2828,0.2126,0.2785,0.3691,0.3152,0.147,0.1907,0.3112,0.2162,0.1478,0.1772,0.3516,0.478,0.1206,0.1619,0.1232,0.2234,0.3449
4293,0.3626,0.0439,0.3172,0.1969,0.1034,0.1158,0.1435,0.0652,0.1659,0.1668,0.1014,0.1573,0.235,0.2048,0.0658,0.0825,0.1613,0.1196,0.0727,0.0841,0.2626,0.3562,0.069,0.0961,0.04,0.113,0.1968
4294,0.2038,0,0.1813,0.0999,0,0,0,0,0.0032,0.0127,0,0.0366,0.1005,0.0806,0,0,0,0,0,0,0.1402,0.2016,0,0,0,0,0.0199
4295,0.0939,0,0.0483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0096,0.0739,0,0,0,0,0
4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4306,0,0.0017,0,0,0,0.0011,0,0,0,0,0,0,0,0,0.0017,0.001,0,0,0,0.0032,0,0,0,0,0.0006,0,0
4307,0,0.0777,0,0.0112,0.0275,0.0869,0.0028,0.0175,0.0019,0.0318,0.0074,0,0.0002,0.0105,0.0505,0.0467,0.0419,0,0.0101,0.0656,0,0,0,0,0.054,0.0002,0.01
4308,0.0005,0.2122,0.0202,0.105,0.146,0.2523,0.0818,0.1103,0.0813,0.18,0.0949,0.0265,0.0437,0.114,0.1553,0.1537,0.1909,0.0268,0.117,0.1592,0.0096,0.046,0.0057,0.0189,0.173,0.0567,0.122
4309,0.0695,0.3714,0.1271,0.2432,0.2858,0.3898,0.1791,0.2195,0.235,0.3467,0.2345,0.1496,0.1886,0.264,0.2575,0.2845,0.3419,0.1425,0.2543,0.2472,0.1194,0.1265,0.0699,0.1181,0.3124,0.1906,0.2858
4310,0.2202,0.4427,0.2751,0.4126,0.3825,0.4094,0.2332,0.3233,0.3733,0.4852,0.3492,0.2847,0.3421,0.4,0.3481,0.3773,0.4417,0.2642,0.3583,0.2627,0.2777,0.2231,0.1556,0.2315,0.3865,0.3176,0.4347
4311,0.3392,0.4909,0.3988,0.4754,0.4442,0.3946,0.2718,0.3966,0.4625,0.5691,0.4053,0.3855,0.461,0.5057,0.3492,0.4102,0.4776,0.3531,0.4302,0.3467,0.416,0.3568,0.2234,0.3093,0.4997,0.4056,0.5434
4312,0.4701,0.5385,0.4612,0.4973,0.4715,0.4033,0.2738,0.3609,0.5084,0.5753,0.4317,0.4457,0.5256,0.5548,0.4161,0.4483,0.4561,0.4016,0.4599,0.4138,0.507,0.449,0.2542,0.3522,0.5376,0.4508,0.5845
4313,0.4933,0.4953,0.4685,0.5553,0.4646,0.4284,0.2703,0.3643,0.5181,0.5563,0.4214,0.4687,0.5574,0.5709,0.4224,0.4227,0.4805,0.415,0.4417,0.4355,0.5355,0.5037,0.2866,0.3602,0.5412,0.4571,0.5918
4314,0.5039,0.4016,0.5142,0.5241,0.4178,0.3952,0.2443,0.3592,0.4848,0.4936,0.3812,0.446,0.5415,0.526,0.4097,0.3469,0.4013,0.3833,0.3878,0.4059,0.5244,0.4484,0.2608,0.3253,0.4763,0.4192,0.5563
4315,0.4923,0.3198,0.4541,0.4327,0.3368,0.2845,0.2052,0.2595,0.4055,0.3846,0.3073,0.3824,0.4799,0.4585,0.2976,0.2866,0.3237,0.3133,0.2961,0.3417,0.4576,0.4116,0.2082,0.252,0.3672,0.3422,0.4691
4316,0.4175,0.1744,0.4063,0.3106,0.2165,0.2015,0.146,0.1366,0.2933,0.2796,0.1895,0.2836,0.3712,0.3514,0.182,0.1596,0.1937,0.2172,0.1551,0.2056,0.3448,0.3694,0.1423,0.1699,0.2168,0.2361,0.3399
4317,0.3379,0.0622,0.3166,0.2332,0.1022,0.0971,0.1189,0.0561,0.1582,0.1569,0.0882,0.1629,0.2421,0.2238,0.0834,0.0708,0.1052,0.1218,0.078,0.0979,0.2496,0.2561,0.0809,0.1071,0.0902,0.1237,0.1919
4318,0.2206,0,0.17,0.1089,0,0,0,0,0.0043,0.0132,0,0.0385,0.1023,0.0891,0,0,0,0,0,0,0.1297,0.1518,0,0,0,0,0.0205
4319,0.0902,0,0.0472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095,0.0491,0,0,0,0,0
4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4330,0,0.0008,0,0,0,0.0011,0,0,0,0,0,0,0,0,0.0023,0.0006,0,0,0,0.0049,0,0,0,0,0.0005,0,0
4331,0,0.0222,0,0.01,0.0284,0.0838,0.0028,0.0121,0.0019,0.0301,0.0084,0,0.0001,0.0103,0.0517,0.0274,0.0451,0,0.0091,0.1003,0,0,0,0,0.0444,0.0002,0.0102
4332,0.0005,0.0575,0.0179,0.0782,0.1474,0.239,0.0814,0.0852,0.0809,0.1695,0.1058,0.0269,0.0409,0.1126,0.1663,0.0975,0.2013,0.0282,0.1102,0.2571,0.0098,0.0265,0.0044,0.0238,0.1115,0.0567,0.1267
4333,0.0636,0.0933,0.1073,0.2204,0.2747,0.3795,0.1758,0.2013,0.2352,0.3384,0.2482,0.1514,0.1772,0.2729,0.2948,0.1694,0.36,0.1466,0.2495,0.3789,0.1242,0.0883,0.0415,0.1259,0.16,0.1906,0.2862
4334,0.2027,0.1588,0.217,0.3484,0.3823,0.4612,0.2206,0.3063,0.3768,0.4772,0.3739,0.2873,0.3247,0.4156,0.4109,0.2573,0.4588,0.2694,0.3616,0.4576,0.286,0.1653,0.0755,0.2211,0.2485,0.3178,0.4342
4335,0.3712,0.2039,0.3406,0.4756,0.4496,0.5189,0.2511,0.389,0.4792,0.5709,0.4491,0.3882,0.4362,0.521,0.4259,0.3062,0.5036,0.3555,0.4353,0.5173,0.4198,0.1972,0.1193,0.2969,0.2874,0.4057,0.5426
4336,0.4849,0.248,0.44,0.5088,0.454,0.5363,0.2248,0.3932,0.5262,0.5778,0.474,0.4478,0.5071,0.578,0.4365,0.3045,0.4833,0.4024,0.4645,0.472,0.5125,0.2734,0.1422,0.3094,0.2852,0.4507,0.5884
4337,0.5496,0.2375,0.4442,0.4776,0.46,0.5129,0.2121,0.3873,0.538,0.5122,0.4662,0.4703,0.5385,0.5714,0.4566,0.3279,0.4668,0.4133,0.4412,0.4877,0.5479,0.318,0.1585,0.3057,0.3318,0.4569,0.5927
4338,0.5153,0.2851,0.4665,0.4878,0.3959,0.4363,0.1997,0.3321,0.4894,0.4246,0.4274,0.4474,0.5124,0.5268,0.3597,0.3125,0.4054,0.3792,0.3801,0.3858,0.5248,0.3151,0.1587,0.256,0.2772,0.419,0.551
4339,0.485,0.223,0.4498,0.4246,0.327,0.3485,0.183,0.2586,0.4135,0.3816,0.3472,0.3837,0.456,0.4525,0.3163,0.2367,0.3385,0.3103,0.2957,0.3117,0.5072,0.3427,0.1378,0.1886,0.2138,0.3423,0.4723
